0.2155556,0
0.2166667,0
0.2179729,0
0.2200142,0
0.2242784,1
0.2251064,1
0.2253442,0
0.2254605,1
0.2260905,0
0.2262452,0
0.2265638,0
0.2266667,1
0.2266667,0
0.2266667,0
0.2266667,0
0.2266667,0
0.2266667,0
0.2268547,0
0.226875,0
0.2269608,0
0.2270445,1
0.2283094,0
0.2285106,0
0.2288021,0
0.2293548,1
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.23,0
0.2300174,0
0.2303213,0
0.2304636,1
0.2310429,0
0.2311606,0
0.2313586,0
0.2317473,0
0.2326353,0
0.2330609,0
0.2331136,1
0.2333333,0
0.2333333,0
0.2333333,0
0.2333333,0
0.2333333,0
0.2333333,0
0.2333333,0
0.2333494,0
0.2335098,0
0.2335714,0
0.2338148,1
0.2340247,0
0.2343103,0
0.2343726,0
0.2345106,1
0.2345175,0
0.2348494,0
0.2348889,0
0.2349371,0
0.2350455,0
0.2360476,0
0.2361927,0
0.2363522,0
0.2366667,0
0.2366667,0
0.2366667,1
0.2366667,0
0.2366667,0
0.2371545,0
0.2376156,0
0.2382529,0
0.2387179,0
0.2393852,0
0.2394989,0
0.239577,0
0.2396194,0
0.2398667,0
0.2399386,0
0.24,0
0.24,1
0.24,1
0.24,0
0.24,0
0.24,0
0.24,0
0.24,0
0.2404361,1
0.2407865,0
0.240939,1
0.2412732,1
0.2419705,0
0.2423026,0
0.2433333,0
0.2433333,0
0.2433333,0
0.2433333,0
0.2433333,0
0.2433333,0
0.2433333,1
0.2433559,0
0.2433745,1
0.2435025,1
0.2435054,1
0.2436416,0
0.2436648,1
0.2438194,0
0.2438322,1
0.2438519,0
0.2442029,0
0.2442694,0
0.2445079,0
0.2448815,1
0.2451429,0
0.2456442,1
0.2457005,0
0.2457269,0
0.2457288,1
0.2462147,0
0.2462873,0
0.2463973,0
0.246419,0
0.2464458,0
0.2464677,0
0.246601,0
0.2466667,0
0.2466667,0
0.2466667,0
0.2466667,0
0.2466667,1
0.246819,1
0.2468613,0
0.2470611,1
0.2471111,1
0.2472956,0
0.2473333,1
0.247689,0
0.2477226,1
0.2478357,1
0.2480702,1
0.2482508,0
0.248524,1
0.2489298,1
0.2490683,0
0.2492011,0
0.2493972,0
0.2494298,0
0.2494994,1
0.2498801,0
0.25,0
0.25,1
0.25,1
0.25,1
0.25,1
0.2501667,0
0.2501954,1
0.2503535,1
0.2505386,0
0.2507483,1
0.2517857,0
0.2517982,0
0.2519614,1
0.2526788,0
0.2527338,0
0.2528125,0
0.2530758,0
0.2533333,0
0.2533333,0
0.2533333,0
0.2533333,0
0.2533333,0
0.2533333,1
0.2533333,0
0.2533333,1
0.2533333,0
0.2533333,0
0.2533333,0
0.2533333,1
0.2533333,1
0.2533333,1
0.2533333,0
0.2533333,1
0.2533333,0
0.2533333,1
0.2533333,0
0.2534694,0
0.2536318,0
0.2537097,0
0.2538643,0
0.2540081,0
0.2541877,0
0.2544444,1
0.2546429,1
0.2547024,0
0.2557743,0
0.2563462,0
0.2563504,0
0.2563889,0
0.2566667,0
0.2566667,0
0.2566667,0
0.2566667,0
0.2566667,0
0.2566667,1
0.2566667,0
0.2566667,1
0.2566667,1
0.2566667,1
0.2566667,1
